id_municipio,ano,funcao,despesa_total,elemento_34,elemento_36,elemento_39,terceirizacao_total
2910701,2019,Outros,705679818.46,0.0,1530467.52,42216045.27,43746512.79000001
2901205,2019,Outros,235214692.19,0.0,470682.46,4479640.96,4950323.42
2926301,2019,Outros,323967940.74,0.0,346898.86,11335862.81,11682761.67
2902658,2019,Outros,201209496.59999996,37500.0,233161.25,9751989.61,10022650.86
2924306,2019,Outros,281903820.07000005,0.0,3583886.3,16776044.95,20359931.25
2911204,2019,Outros,358791312.45000005,4127615.95,406668.9,14517045.8,19051330.650000002
2925303,2019,Outros,2151956235.7400002,0.0,3574717.08,76080018.14,79654735.22
2901700,2019,Outros,157657302.67000002,0.0,997617.0,6014261.98,7011878.98
2932903,2019,Outros,900203920.1600001,22646.8,2640521.66,27885106.22,30548274.68
2913507,2019,Outros,308328720.54,0.0,524349.84,11560844.38,12085194.22
2912301,2019,Outros,181853501.9,0.0,5447656.08,4195414.55,9643070.629999999
2912608,2019,Outros,76560007.38,0.0,262778.0,3949404.13,4212182.13
2931103,2019,Outros,92974595.76,0.0,333660.21,4813431.08,5147091.29
2904803,2019,Outros,111724225.11999997,0.0,1340962.73,2051782.18,3392744.91
4205159,2019,Outros,81570469.39,0.0,291170.31,2372572.36,2663742.67
4205357,2019,Outros,76421230.58999999,0.0,101607.0,3101594.92,3203201.92
4217907,2019,Outros,195555339.36,0.0,315584.52,6744546.41,7060130.93
4214805,2019,Outros,1502382356.6399999,1945.32,3027906.21,67376969.71,70406821.24
4204301,2019,Outros,1403089890.96,3495820.96,2336188.01,77398635.34,83230644.31
4202537,2019,Outros,78855156.46000001,0.0,118603.91,2209840.12,2328444.0300000003
4207304,2019,Outros,769732647.48,0.0,2860585.47,38860140.559999995,41720726.029999994
4200507,2019,Outros,104195125.83000001,885261.16,18186.5,3462695.8,4366143.46
4207858,2019,Outros,78073748.32,0.0,218476.76,2331724.66,2550201.42
4216008,2019,Outros,191103397.39999998,0.0,139748.61,8459254.68,8599003.29
4218350,2019,Outros,125119251.36000001,0.0,484625.09,4541960.4399999995,5026585.529999999
4204806,2019,Outros,577427797.43,0.0,684154.81,12753444.86,13437599.67
4207684,2019,Outros,140273852.51999998,0.0,46768.98,6473982.36,6520751.340000001
4205555,2019,Outros,75001087.03,0.0,229936.08,2646840.41,2876776.49
4216305,2019,Outros,584121893.5799999,0.0,627303.74,12361420.430000002,12988724.170000002
4208450,2019,Outros,619519683.86,0.0,705679.79,18669199.63,19374879.419999998
4214607,2019,Outros,134946490.70000002,0.0,81296.95,4898762.42,4980059.37
4217709,2019,Outros,465158599.14,0.0,1820758.29,9933749.29,11754507.579999998
4201505,2019,Outros,126240925.5,0.0,622330.71,4218751.5,4841082.21
4123006,2019,Outros,213748389.56,136600.0,563935.47,6685659.99,7386195.46
4105300,2019,Outros,245157465.82000002,407139.8,20797.06,5685933.82,6113870.680000001
4103008,2019,Outros,114945517.57,0.0,114126.41,4951870.89,5065997.3
4107009,2019,Outros,214771327.18000004,0.0,487000.47,6335173.06,6822173.529999999
